label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
scissors,0.0,0.0,0.0,-0.04844332113862038,-0.24850177764892578,-0.018049107864499092,-0.20027796924114227,-0.4208783507347107,-0.058445774018764496,-0.3656124472618103,-0.4826439321041107,-0.08878301829099655,-0.4760443866252899,-0.49713027477264404,-0.12313404679298401,-0.17331929504871368,-0.48454445600509644,-0.1750108301639557,-0.36774906516075134,-0.6129907369613647,-0.24094678461551666,-0.48934483528137207,-0.6859771609306335,-0.2752213776111603,-0.5947731137275696,-0.7469295263290405,-0.2972225248813629,-0.1974000781774521,-0.33034974336624146,-0.18763472139835358,-0.4660125970840454,-0.38308995962142944,-0.2506360113620758,-0.6391459107398987,-0.4132712781429291,-0.27474695444107056,-0.7633460164070129,-0.41958755254745483,-0.29819798469543457,-0.2354774922132492,-0.17834927141666412,-0.1885407269001007,-0.5167410373687744,-0.24852712452411652,-0.23773865401744843,-0.5449243783950806,-0.2676329016685486,-0.22040347754955292,-0.5162984728813171,-0.25232741236686707,-0.20306214690208435,-0.28135448694229126,-0.046885304152965546,-0.18731853365898132,-0.5083144307136536,-0.12775814533233643,-0.22042404115200043,-0.553723156452179,-0.17877338826656342,-0.20640869438648224,-0.5513712763786316,-0.21483194828033447,-0.1904221773147583
scissors,0.0,0.0,0.0,-0.09987036138772964,-0.272209107875824,-0.021668460220098495,-0.302068293094635,-0.3765832185745239,-0.06614652276039124,-0.4899929463863373,-0.35877877473831177,-0.09555894136428833,-0.6330479979515076,-0.3436833620071411,-0.12869253754615784,-0.29181814193725586,-0.43498024344444275,-0.21745100617408752,-0.49256575107574463,-0.47784435749053955,-0.2968246042728424,-0.6465877890586853,-0.4901825785636902,-0.33634912967681885,-0.7770552635192871,-0.49370646476745605,-0.3585832715034485,-0.29938584566116333,-0.2321968972682953,-0.22460953891277313,-0.5988574028015137,-0.16632160544395447,-0.29908284544944763,-0.8034923076629639,-0.12284725159406662,-0.31498199701309204,-0.9419670104980469,-0.07165423035621643,-0.327969491481781,-0.31507739424705505,-0.04032272845506668,-0.2175842970609665,-0.6307008862495422,-0.025992276147007942,-0.26883214712142944,-0.6823679208755493,-0.09566349536180496,-0.24384954571723938,-0.6560818552970886,-0.13410188257694244,-0.2172846496105194,-0.333376944065094,0.11325720697641373,-0.20754756033420563,-0.5853762626647949,0.0774773433804512,-0.23982252180576324,-0.6436871290206909,0.00012811330088879913,-0.21802794933319092,-0.6414188742637634,-0.071046844124794,-0.1916455626487732
scissors,0.0,0.0,0.0,-0.06914545595645905,-0.08798135817050934,-0.0745953917503357,-0.09136710315942764,-0.2282760888338089,-0.1084999144077301,-0.008892515674233437,-0.3484949469566345,-0.14050164818763733,0.07498970627784729,-0.4186926484107971,-0.1676078885793686,-0.1234189122915268,-0.4834500253200531,-0.04451107233762741,-0.14811547100543976,-0.690148115158081,-0.0850057303905487,-0.15752650797367096,-0.8105887770652771,-0.11329261213541031,-0.16151228547096252,-0.9153067469596863,-0.13325335085391998,-0.03217610716819763,-0.5138753056526184,-0.04369025677442551,-0.030025281012058258,-0.7430641651153564,-0.08670955896377563,-0.011020231992006302,-0.8755694627761841,-0.12563233077526093,0.006611099932342768,-0.9887662529945374,-0.14932425320148468,0.046562809497117996,-0.4782823920249939,-0.05225837975740433,0.10025948286056519,-0.6148258447647095,-0.13266634941101074,0.14488615095615387,-0.516767680644989,-0.16983933746814728,0.16563835740089417,-0.4189591705799103,-0.1720917522907257,0.11739717423915863,-0.4009231925010681,-0.0651225596666336,0.17726285755634308,-0.48991987109184265,-0.13822267949581146,0.2070622444152832,-0.4303142726421356,-0.15952260792255402,0.2150041162967682,-0.350824236869812,-0.15844248235225677
scissors,0.0,0.0,0.0,-0.03463311120867729,-0.07870373129844666,-0.12090194970369339,-0.02257697284221649,-0.21473073959350586,-0.16733162105083466,0.07628241181373596,-0.33541497588157654,-0.19920699298381805,0.16524997353553772,-0.41604378819465637,-0.22322778403759003,-0.06377402693033218,-0.4909956455230713,-0.084251768887043,-0.0580257847905159,-0.6948825120925903,-0.13412129878997803,-0.0478672981262207,-0.821170449256897,-0.17218242585659027,-0.03720982000231743,-0.9316006302833557,-0.19967694580554962,0.02524454891681671,-0.5138949751853943,-0.05747035890817642,0.048504721373319626,-0.7315060496330261,-0.1066901758313179,0.08199066668748856,-0.8611876368522644,-0.14925169944763184,0.10779032111167908,-0.9782454967498779,-0.17724837362766266,0.09295202791690826,-0.47442764043807983,-0.04431438818573952,0.15954254567623138,-0.6251875758171082,-0.12668542563915253,0.20164601504802704,-0.5371291041374207,-0.16492760181427002,0.21496914327144623,-0.4550197124481201,-0.17036564648151398,0.14382416009902954,-0.3963865637779236,-0.03973705694079399,0.2090526819229126,-0.5006363987922668,-0.1118551567196846,0.24521006643772125,-0.47474199533462524,-0.13900570571422577,0.25237488746643066,-0.43676501512527466,-0.14481762051582336
paper,0.0,0.0,0.0,-0.12987485527992249,-0.08439062535762787,-0.06229354068636894,-0.24673248827457428,-0.2168758660554886,-0.10086409747600555,-0.3381718099117279,-0.3330463767051697,-0.13477842509746552,-0.4259294867515564,-0.3957209587097168,-0.16820977628231049,-0.12044458091259003,-0.4989180266857147,-0.050001587718725204,-0.1494099646806717,-0.694019079208374,-0.0912097617983818,-0.1615421026945114,-0.8121112585067749,-0.12845492362976074,-0.16739504039287567,-0.9192686080932617,-0.15781813859939575,-0.03208719938993454,-0.5212721228599548,-0.05629410967230797,-0.027422327548265457,-0.7411603927612305,-0.08862507343292236,-0.02214689366519451,-0.8738410472869873,-0.11759737133979797,-0.018148908391594887,-0.9897886514663696,-0.14138279855251312,0.0492231585085392,-0.4957493543624878,-0.07227086275815964,0.06411653757095337,-0.6970635056495667,-0.10803208500146866,0.06721716374158859,-0.8198930621147156,-0.13082285225391388,0.06466645002365112,-0.9288845658302307,-0.14884060621261597,0.128257617354393,-0.4371415376663208,-0.09488753229379654,0.16302157938480377,-0.5888468623161316,-0.12653137743473053,0.17944979667663574,-0.691827118396759,-0.13855068385601044,0.18885107338428497,-0.7893985509872437,-0.14813533425331116
paper,0.0,0.0,0.0,-0.09161593019962311,-0.1380092352628708,0.029314912855625153,-0.10232480615377426,-0.30654630064964294,0.047992948442697525,-0.10074537247419357,-0.4022214710712433,0.052012719213962555,-0.09227269142866135,-0.45813316106796265,0.05177687853574753,-0.004593101795762777,-0.5080332159996033,0.05781613290309906,0.00615038862451911,-0.6817104816436768,0.041219811886548996,0.007289093919098377,-0.8057229518890381,0.02181980013847351,0.01251080073416233,-0.9069198369979858,0.004375276155769825,0.02911134995520115,-0.5040266513824463,0.01451670192182064,0.054113443940877914,-0.7184159755706787,-0.012242773547768593,0.06572313606739044,-0.8643002510070801,-0.039596136659383774,0.07882587611675262,-0.9951513409614563,-0.058823902159929276,0.05830644443631172,-0.470208078622818,-0.033028606325387955,0.08554327487945557,-0.6815641522407532,-0.06411390751600266,0.0920468270778656,-0.8249866962432861,-0.09087307751178741,0.09625039249658585,-0.9495922327041626,-0.10876486450433731,0.08001122623682022,-0.416329026222229,-0.0803336352109909,0.0901486948132515,-0.5866380929946899,-0.1106952577829361,0.08486919850111008,-0.7065791487693787,-0.12879996001720428,0.07794559746980667,-0.8094169497489929,-0.14246253669261932
paper,0.0,0.0,0.0,-0.10933660715818405,-0.15171712636947632,-0.035754960030317307,-0.1615617424249649,-0.3568912744522095,-0.0630783885717392,-0.18482273817062378,-0.5036535263061523,-0.08935662358999252,-0.22065255045890808,-0.6279463768005371,-0.11910568177700043,-0.01371539942920208,-0.5083310008049011,-0.0747770369052887,-0.004411683883517981,-0.7130464315414429,-0.1333472728729248,-0.0034223387483507395,-0.8390743732452393,-0.175322026014328,-0.0010808242950588465,-0.9554212689399719,-0.20714181661605835,0.05867362022399902,-0.4653802812099457,-0.1009315773844719,0.10158038884401321,-0.686606228351593,-0.15761572122573853,0.1292986422777176,-0.8301793336868286,-0.19977687299251556,0.15139076113700867,-0.9613192677497864,-0.23010021448135376,0.11425825953483582,-0.3730124831199646,-0.13131362199783325,0.1609804630279541,-0.5669634342193604,-0.19275406002998352,0.1871432512998581,-0.6982622146606445,-0.22960585355758667,0.20405620336532593,-0.8231756091117859,-0.2542881667613983,0.15834613144397736,-0.24678358435630798,-0.1630750596523285,0.2111295759677887,-0.374406635761261,-0.22252976894378662,0.235789954662323,-0.471235454082489,-0.2478746473789215,0.250070184469223,-0.5682322978973389,-0.2642381191253662
paper,0.0,0.0,0.0,-0.10260551422834396,-0.28173473477363586,-0.004547107499092817,-0.13805605471134186,-0.5273838639259338,-0.01800863817334175,-0.14993099868297577,-0.7127306461334229,-0.036527395248413086,-0.17096222937107086,-0.8539049029350281,-0.057082124054431915,-0.024700086563825607,-0.5389963984489441,-0.0785665512084961,-0.08484350144863129,-0.7294312119483948,-0.14173541963100433,-0.12150358408689499,-0.8504526615142822,-0.18628059327602386,-0.15067198872566223,-0.9636547565460205,-0.22060689330101013,0.0007102297386154532,-0.4510963261127472,-0.11829427629709244,-0.0686553567647934,-0.6151905655860901,-0.1884961575269699,-0.10240655392408371,-0.7306213974952698,-0.23100729286670685,-0.13802948594093323,-0.831558883190155,-0.2656707763671875,0.002349966438487172,-0.339834600687027,-0.15772679448127747,-0.07828987389802933,-0.46390190720558167,-0.2278878390789032,-0.13127632439136505,-0.545592188835144,-0.2604844272136688,-0.18637844920158386,-0.6153860688209534,-0.283376008272171,-0.02078746259212494,-0.20473963022232056,-0.19712908565998077,-0.10036547482013702,-0.2831796705722809,-0.2621125280857086,-0.16978819668293,-0.32838699221611023,-0.2901149094104767,-0.23809422552585602,-0.360704630613327,-0.3096839487552643
paper,0.0,0.0,0.0,-0.028888700529932976,-0.2358361929655075,-0.011806010268628597,-0.062124479562044144,-0.4874241054058075,-0.036931369453668594,-0.07057677954435349,-0.6861540079116821,-0.06217102333903313,-0.02481178566813469,-0.8378434181213379,-0.09210800379514694,-0.03420194238424301,-0.49974122643470764,-0.10491602122783661,-0.10487667471170425,-0.7053943276405334,-0.16330291330814362,-0.1543063521385193,-0.8356350660324097,-0.1975572109222412,-0.19695250689983368,-0.954657793045044,-0.2232445627450943,-0.042024221271276474,-0.4089820384979248,-0.13211113214492798,-0.13516324758529663,-0.5951331257820129,-0.1946183294057846,-0.2094859480857849,-0.7281250953674316,-0.22925812005996704,-0.27842795848846436,-0.8336498141288757,-0.2600093483924866,-0.07137513905763626,-0.29521143436431885,-0.15603090822696686,-0.20848044753074646,-0.4440326988697052,-0.2179507464170456,-0.30429816246032715,-0.5534191131591797,-0.2464297115802765,-0.38107770681381226,-0.64043790102005,-0.26775240898132324,-0.11846063286066055,-0.17313995957374573,-0.1777666211128235,-0.250576913356781,-0.2865893244743347,-0.23365771770477295,-0.3363639712333679,-0.3594139814376831,-0.25973156094551086,-0.414073646068573,-0.42403683066368103,-0.27911823987960815
paper,0.0,0.0,0.0,0.006251698359847069,-0.2205466777086258,0.0007143499096855521,0.0031840698793530464,-0.46669521927833557,-0.027499914169311523,0.00789665337651968,-0.6573852300643921,-0.05561221390962601,0.06801285594701767,-0.788472056388855,-0.09209215641021729,0.017256995663046837,-0.48169517517089844,-0.12243637442588806,-0.07089486718177795,-0.7100279331207275,-0.17599931359291077,-0.1205613911151886,-0.8445479869842529,-0.2011803239583969,-0.15975303947925568,-0.9624341130256653,-0.21954387426376343,-0.01868245005607605,-0.39087557792663574,-0.1534217894077301,-0.1405726671218872,-0.6167632937431335,-0.20809583365917206,-0.2199689894914627,-0.7585420608520508,-0.23225097358226776,-0.28547731041908264,-0.8702136278152466,-0.25575879216194153,-0.07578819990158081,-0.2850092947483063,-0.17787739634513855,-0.22774450480937958,-0.4825325012207031,-0.22951945662498474,-0.3236823081970215,-0.6098666191101074,-0.2528960406780243,-0.39604121446609497,-0.7092552781105042,-0.27244970202445984,-0.14549396932125092,-0.17869147658348083,-0.19793052971363068,-0.2788470983505249,-0.33581849932670593,-0.2467149943113327,-0.3592635691165924,-0.42712175846099854,-0.26893043518066406,-0.4287479519844055,-0.5088092088699341,-0.28598928451538086
paper,0.0,0.0,0.0,0.09688500314950943,-0.14925234019756317,-0.009680786170065403,0.1564766764640808,-0.3266361355781555,-0.03484230116009712,0.19665652513504028,-0.4856932461261749,-0.058515582233667374,0.24317114055156708,-0.5933611392974854,-0.08684823662042618,0.07603779435157776,-0.4499550759792328,-0.09045223146677017,0.041581716388463974,-0.7051659226417542,-0.13101954758167267,0.017821907997131348,-0.8514216542243958,-0.14884351193904877,-0.0018699229694902897,-0.9678608179092407,-0.15894392132759094,-0.01011342741549015,-0.42977139353752136,-0.10735304653644562,-0.0734882652759552,-0.6982304453849792,-0.14815253019332886,-0.117985799908638,-0.8563427925109863,-0.16768932342529297,-0.15380623936653137,-0.9714095592498779,-0.1808510273694992,-0.09354670345783234,-0.3825601041316986,-0.11964668333530426,-0.1784895807504654,-0.6110027432441711,-0.15278463065624237,-0.23239468038082123,-0.7494158148765564,-0.1703462153673172,-0.27158400416374207,-0.8481036424636841,-0.18188081681728363,-0.17109087109565735,-0.31875360012054443,-0.12979666888713837,-0.2435895949602127,-0.49766501784324646,-0.15983016788959503,-0.2883664667606354,-0.5995689034461975,-0.1710132211446762,-0.32454046607017517,-0.6887996792793274,-0.17561385035514832
paper,0.0,0.0,0.0,0.10283411294221878,-0.10654597729444504,0.004152562934905291,0.18068161606788635,-0.24882467091083527,-0.017142286524176598,0.24459907412528992,-0.3685969412326813,-0.04080628976225853,0.3135841488838196,-0.4358850419521332,-0.06944933533668518,0.15015386044979095,-0.408340185880661,-0.07078243792057037,0.15500040352344513,-0.6587395668029785,-0.10974379628896713,0.15085965394973755,-0.8028678894042969,-0.1275068074464798,0.14767397940158844,-0.9157666563987732,-0.13696616888046265,0.08196508139371872,-0.4139251410961151,-0.09416545927524567,0.07678061723709106,-0.6892051100730896,-0.13240768015384674,0.06692904978990555,-0.8557443022727966,-0.15060624480247498,0.057453401386737823,-0.9850567579269409,-0.16236475110054016,0.0033118175342679024,-0.39485999941825867,-0.1126229539513588,-0.028096914291381836,-0.6454873085021973,-0.14421021938323975,-0.05440838634967804,-0.7995348572731018,-0.1608787477016449,-0.07373354583978653,-0.9161707162857056,-0.17147932946681976,-0.08175015449523926,-0.35605910420417786,-0.1280180662870407,-0.12119157612323761,-0.5416741371154785,-0.15529516339302063,-0.14938972890377045,-0.6547057032585144,-0.16355781257152557,-0.17414738237857819,-0.7557522654533386,-0.1664058268070221
paper,0.0,0.0,0.0,-0.08711768686771393,-0.16654694080352783,0.09189016371965408,-0.07869687676429749,-0.3108682930469513,0.14266186952590942,-0.07720863819122314,-0.39050939679145813,0.16454154253005981,-0.07160435616970062,-0.43522146344184875,0.18003422021865845,0.04987635836005211,-0.5035982131958008,0.16047780215740204,0.04063744470477104,-0.665047287940979,0.17380018532276154,0.026668988168239594,-0.7841681241989136,0.1675116866827011,0.015727892518043518,-0.8872458338737488,0.1541605442762375,0.08165764063596725,-0.5104531645774841,0.08758564293384552,0.08135828375816345,-0.7265239357948303,0.0856141597032547,0.07662858814001083,-0.8706106543540955,0.06515585631132126,0.07267825305461884,-0.9962548017501831,0.04684353247284889,0.10035283863544464,-0.4887419641017914,0.010667943395674229,0.09481126070022583,-0.7104137539863586,-0.006749024149030447,0.08178351819515228,-0.855468213558197,-0.03306841105222702,0.06905295699834824,-0.983156681060791,-0.05355779081583023,0.10252334922552109,-0.45632678270339966,-0.06147214397788048,0.0701279416680336,-0.6461560130119324,-0.08554732799530029,0.04114685207605362,-0.7628029584884644,-0.10280396789312363,0.016516901552677155,-0.8713727593421936,-0.11826130002737045
paper,0.0,0.0,0.0,-0.10901748389005661,-0.1333920806646347,0.06271475553512573,-0.14505398273468018,-0.26971033215522766,0.1084657832980156,-0.16646906733512878,-0.34989723563194275,0.1331530511379242,-0.17238958179950714,-0.4095367193222046,0.15395167469978333,-0.006873163860291243,-0.49936628341674805,0.1368255466222763,-0.03430823236703873,-0.6667152047157288,0.15053871273994446,-0.059998832643032074,-0.7756422162055969,0.14460045099258423,-0.07828407734632492,-0.8761125802993774,0.13438402116298676,0.04511875659227371,-0.5040608048439026,0.08289112895727158,0.044498056173324585,-0.7252245545387268,0.08623133599758148,0.040923889726400375,-0.8740501403808594,0.06732947379350662,0.038545142859220505,-0.9979717135429382,0.050662439316511154,0.08800388127565384,-0.4779399335384369,0.0231118556112051,0.08467020094394684,-0.6786226630210876,0.009295887313783169,0.06656082719564438,-0.821027398109436,-0.019232753664255142,0.04858347773551941,-0.939501941204071,-0.03855122998356819,0.12023063004016876,-0.4375142753124237,-0.03403192386031151,0.10220436006784439,-0.6246265769004822,-0.05616768077015877,0.0758214071393013,-0.741293728351593,-0.07341042160987854,0.047030095010995865,-0.8432278633117676,-0.08613280206918716
paper,0.0,0.0,0.0,-0.1118767112493515,-0.10471071302890778,0.00980193167924881,-0.17501682043075562,-0.24739333987236023,0.021535128355026245,-0.21227993071079254,-0.3306759297847748,0.022007210180163383,-0.2339700311422348,-0.39962711930274963,0.020445188507437706,-0.030454406514763832,-0.5034340620040894,0.058002397418022156,-0.065780408680439,-0.6755774021148682,0.04751536250114441,-0.09452863037586212,-0.7832440733909607,0.0253315232694149,-0.11558524519205093,-0.8838554620742798,0.005018854048103094,0.030094800516963005,-0.5174751281738281,0.025333596393465996,0.021890461444854736,-0.7326029539108276,0.011853632517158985,0.012534462846815586,-0.8737806677818298,-0.013706452213227749,0.007096122484654188,-0.9993671178817749,-0.034857701510190964,0.0829073041677475,-0.49773645401000977,-0.014632062055170536,0.08341722935438156,-0.7012954354286194,-0.03614762797951698,0.06604321300983429,-0.8405656218528748,-0.06488661468029022,0.049937646836042404,-0.9614260792732239,-0.08536288142204285,0.12836501002311707,-0.45791009068489075,-0.05641302093863487,0.12181267142295837,-0.6383950114250183,-0.08202909678220749,0.09664133191108704,-0.7591501474380493,-0.09982894361019135,0.0667886883020401,-0.8658483028411865,-0.11280954629182816
paper,0.0,0.0,0.0,-0.11325854063034058,-0.10442593693733215,0.0020153613295406103,-0.1858265995979309,-0.24744342267513275,0.006699755787849426,-0.22720061242580414,-0.33624356985092163,0.0013599485391750932,-0.2604513466358185,-0.40144768357276917,-0.005282329861074686,-0.05021827667951584,-0.5018025040626526,0.04533151537179947,-0.0947335809469223,-0.6763582229614258,0.02857302874326706,-0.12583623826503754,-0.7831926345825195,0.0027374541386961937,-0.1463325470685959,-0.8824135065078735,-0.020177343860268593,0.009589449502527714,-0.5229381322860718,0.014931966550648212,-0.012685052119195461,-0.7410714626312256,-0.001549055683426559,-0.02463134191930294,-0.8781856894493103,-0.026849830523133278,-0.03063054196536541,-0.9983998537063599,-0.04753502458333969,0.06747941672801971,-0.5092281103134155,-0.023181768134236336,0.05338440090417862,-0.7256778478622437,-0.04511631280183792,0.03508859872817993,-0.8615003824234009,-0.06955324858427048,0.018421724438667297,-0.9813040494918823,-0.0879126712679863,0.12685824930667877,-0.46991974115371704,-0.06413616240024567,0.11940453946590424,-0.645268976688385,-0.09018219262361526,0.09518761932849884,-0.7646818161010742,-0.10634808987379074,0.06522038578987122,-0.8724968433380127,-0.11829616874456406
paper,0.0,0.0,0.0,-0.1398414820432663,-0.08463781327009201,-0.026726115494966507,-0.25393447279930115,-0.21872283518314362,-0.040112949907779694,-0.3235916197299957,-0.3200182318687439,-0.05623231455683708,-0.38680875301361084,-0.38106346130371094,-0.07418137788772583,-0.13154736161231995,-0.493094265460968,-0.0009247508714906871,-0.1927276849746704,-0.6660988926887512,-0.030708052217960358,-0.2287854105234146,-0.7683436870574951,-0.06423914432525635,-0.25478729605674744,-0.8637495636940002,-0.0917934775352478,-0.05013048276305199,-0.5243790149688721,-0.02100392058491707,-0.08449797332286835,-0.7422828674316406,-0.04673345386981964,-0.10312185436487198,-0.8748874068260193,-0.07793856412172318,-0.11685840040445328,-0.9877892136573792,-0.10303716361522675,0.031482111662626266,-0.5124372839927673,-0.04923231154680252,0.01279874425381422,-0.7256616353988647,-0.08004496991634369,-0.005294536240398884,-0.8574836254119873,-0.10864544659852982,-0.024670204147696495,-0.9759649038314819,-0.13060666620731354,0.11567296087741852,-0.4660930335521698,-0.0812172144651413,0.12278837710618973,-0.634773313999176,-0.11121058464050293,0.11661569029092789,-0.7491220831871033,-0.12703505158424377,0.10460373014211655,-0.8591674566268921,-0.13959476351737976
paper,0.0,0.0,0.0,-0.14695756137371063,-0.07455099374055862,-0.044508449733257294,-0.2767728269100189,-0.20412705838680267,-0.06777989864349365,-0.3628746271133423,-0.3176650404930115,-0.08937195688486099,-0.4389325678348541,-0.38217347860336304,-0.11180979013442993,-0.1628609597682953,-0.48242124915122986,-0.024025654420256615,-0.2259022742509842,-0.6629692316055298,-0.05796412006020546,-0.26094889640808105,-0.7706454992294312,-0.0919603481888771,-0.28568950295448303,-0.8713001012802124,-0.11978556215763092,-0.07329455018043518,-0.5212551355361938,-0.03699617087841034,-0.1068117693066597,-0.7373692989349365,-0.06573264300823212,-0.12619173526763916,-0.8695405721664429,-0.09656743705272675,-0.1416494995355606,-0.982399582862854,-0.121763676404953,0.015284757129848003,-0.5105729699134827,-0.0587909035384655,0.0011204627808183432,-0.7171499729156494,-0.09386809170246124,-0.012581818737089634,-0.8472443222999573,-0.1213427186012268,-0.028006982058286667,-0.9629639387130737,-0.14250601828098297,0.103886179625988,-0.4653874635696411,-0.08538486063480377,0.1180945485830307,-0.6298761963844299,-0.11906629800796509,0.12239798158407211,-0.7422543168067932,-0.1348782330751419,0.12302841991186142,-0.8513709902763367,-0.14703421294689178
paper,0.0,0.0,0.0,-0.14751026034355164,-0.06996028125286102,-0.05392619967460632,-0.279231458902359,-0.19443517923355103,-0.08396685123443604,-0.3728301525115967,-0.31018131971359253,-0.11110825836658478,-0.45598840713500977,-0.38217005133628845,-0.1381472647190094,-0.1692550927400589,-0.48075366020202637,-0.032166559249162674,-0.23089726269245148,-0.6625879406929016,-0.07010041177272797,-0.26682978868484497,-0.7699373960494995,-0.10679072141647339,-0.29384180903434753,-0.8711372017860413,-0.13638755679130554,-0.0801696702837944,-0.5201501250267029,-0.042131200432777405,-0.11332988739013672,-0.7340839505195618,-0.07372775673866272,-0.13368651270866394,-0.8652907013893127,-0.10518183559179306,-0.15109236538410187,-0.9798208475112915,-0.13085196912288666,0.008426803164184093,-0.5089331865310669,-0.06187219172716141,-0.004811298567801714,-0.7157359719276428,-0.09983973205089569,-0.0181653443723917,-0.8409363031387329,-0.12500889599323273,-0.03407050669193268,-0.9530224800109863,-0.14418427646160126,0.09776170551776886,-0.46297529339790344,-0.08741940557956696,0.1150943860411644,-0.6244494318962097,-0.12297222018241882,0.12090807408094406,-0.7348405718803406,-0.13769091665744781,0.12282584607601166,-0.8423718214035034,-0.14864616096019745
paper,0.0,0.0,0.0,-0.1520969271659851,-0.060405030846595764,-0.05990278720855713,-0.2921229302883148,-0.17445819079875946,-0.09085725247859955,-0.3940039873123169,-0.2918420732021332,-0.11756765842437744,-0.4826785624027252,-0.36887213587760925,-0.14175987243652344,-0.2024458795785904,-0.47677338123321533,-0.026106761768460274,-0.2652883231639862,-0.6656494736671448,-0.06028786674141884,-0.29766780138015747,-0.7770840525627136,-0.09451573342084885,-0.32190409302711487,-0.8807036876678467,-0.12242816388607025,-0.11858782172203064,-0.5205878615379333,-0.03123660385608673,-0.1568996012210846,-0.7376426458358765,-0.056633125990629196,-0.17634791135787964,-0.8666411638259888,-0.08257008343935013,-0.19231195747852325,-0.9757214188575745,-0.104803666472435,-0.033527351915836334,-0.5152594447135925,-0.047703057527542114,-0.055472660809755325,-0.722151517868042,-0.07900949567556381,-0.07100506126880646,-0.8425571322441101,-0.09830246865749359,-0.08889328688383102,-0.9487143754959106,-0.11466694623231888,0.05644657090306282,-0.47719988226890564,-0.07126273959875107,0.06623920053243637,-0.6368656754493713,-0.10147423297166824,0.0677449032664299,-0.7425265312194824,-0.1129613146185875,0.06646651029586792,-0.8459129333496094,-0.1223224550485611
paper,0.0,0.0,0.0,-0.14020873606204987,-0.042880237102508545,-0.07332126051187515,-0.2771906554698944,-0.14901220798492432,-0.1099744662642479,-0.3796185851097107,-0.2659027576446533,-0.1391242891550064,-0.47165584564208984,-0.34107697010040283,-0.16469523310661316,-0.22695320844650269,-0.45611289143562317,-0.044153593480587006,-0.28651779890060425,-0.6486883163452148,-0.08463480323553085,-0.31641685962677,-0.764605700969696,-0.12314038723707199,-0.33939939737319946,-0.8718655109405518,-0.15298904478549957,-0.15151406824588776,-0.5088969469070435,-0.04179765284061432,-0.19271622598171234,-0.7269792556762695,-0.07075566798448563,-0.215877965092659,-0.8563259243965149,-0.09913227707147598,-0.2377367913722992,-0.9635267853736877,-0.12287113815546036,-0.07406394928693771,-0.5124922394752502,-0.05098562315106392,-0.10404407978057861,-0.719750165939331,-0.0833262950181961,-0.1267225295305252,-0.8391998410224915,-0.10341594368219376,-0.15162290632724762,-0.9406617283821106,-0.12042909860610962,0.010832732543349266,-0.4831448793411255,-0.06846556067466736,0.01461612619459629,-0.6417678594589233,-0.09896401315927505,0.014057974331080914,-0.7446755766868591,-0.11115088313817978,0.011180801317095757,-0.8411651849746704,-0.12077070772647858
paper,0.0,0.0,0.0,-0.12750200927257538,-0.03399327024817467,-0.08581913262605667,-0.2510543763637543,-0.1359052211046219,-0.1254788488149643,-0.33777812123298645,-0.260175883769989,-0.15499906241893768,-0.4255961775779724,-0.34472450613975525,-0.1803991198539734,-0.2259737104177475,-0.438565731048584,-0.058548830449581146,-0.2825937867164612,-0.6317725777626038,-0.10427391529083252,-0.3124673068523407,-0.7511194348335266,-0.14597029983997345,-0.33676639199256897,-0.8610475659370422,-0.17704011499881744,-0.1637536883354187,-0.49472177028656006,-0.04919276759028435,-0.20727920532226562,-0.7133464217185974,-0.08284851163625717,-0.23235204815864563,-0.8443097472190857,-0.1151488795876503,-0.2566002905368805,-0.9561474919319153,-0.14120253920555115,-0.09863613545894623,-0.5035194754600525,-0.052044160664081573,-0.12933482229709625,-0.7077478766441345,-0.08810292929410934,-0.15140047669410706,-0.8325728178024292,-0.11439671367406845,-0.17388392984867096,-0.9392496347427368,-0.13483494520187378,-0.023860901594161987,-0.47875574231147766,-0.06417793780565262,-0.020861854776740074,-0.6383416652679443,-0.09777072817087173,-0.018287168815732002,-0.7436508536338806,-0.11560052633285522,-0.017710251733660698,-0.8406701683998108,-0.12883879244327545
